data,ano,mes,nome_mes,cidade,regiao,latitude,longitude,temp_max,temp_min,temp_media,umidade_pct,chuva_mm,vento_kmh,pressao_hpa
2021-07-01,2021,7,Julho,Macapá,Norte,0.03,-51.07,26.8,18.0,22.4,80.1,309.3,16.4,1018.5
2024-09-01,2024,9,Setembro,Brasília,Centro-Oeste,-15.78,-47.93,19.7,11.9,15.8,68.9,137.4,27.0,1018.2
2023-07-01,2023,7,Julho,Teresina,Nordeste,-5.09,-42.8,28.2,16.5,22.4,48.9,81.9,22.7,1017.4
2023-09-01,2023,9,Setembro,Natal,Nordeste,-5.79,-35.21,26.7,15.9,21.3,55.2,95.5,22.2,1010.9
2021-02-01,2021,2,Fevereiro,São Luís,Nordeste,-2.53,-44.3,29.6,21.9,25.8,53.4,99.1,31.3,1006.9
2023-12-01,2023,12,Dezembro,Belém,Norte,-1.45,-48.5,25.6,15.8,20.7,81.4,233.3,7.0,1015.0
2024-08-01,2024,8,Agosto,Vitória,Sudeste,-20.32,-40.34,23.5,12.6,18.0,76.3,124.8,11.3,1008.8
2024-05-01,2024,5,Maio,Florianópolis,Sul,-27.6,-48.55,17.6,9.5,13.6,92.1,48.2,25.4,1007.6
2024-11-01,2024,11,Novembro,Belo Horizonte,Sudeste,-19.92,-43.94,18.8,7.6,13.2,67.4,48.2,21.5,1008.5
2023-06-01,2023,6,Junho,Belo Horizonte,Sudeste,-19.92,-43.94,21.2,12.6,16.9,64.1,169.3,5.2,1015.0
2020-07-01,2020,7,Julho,Curitiba,Sul,-25.43,-49.27,18.4,6.6,12.5,85.8,82.6,7.5,1016.3
2024-06-01,2024,6,Junho,Curitiba,Sul,-25.43,-49.27,15.2,4.6,9.9,80.1,4.9,33.0,1005.4
2024-03-01,2024,3,Março,Recife,Nordeste,-8.05,-34.88,28.7,17.3,23.0,50.7,148.1,27.5,1015.6
2021-06-01,2021,6,Junho,Curitiba,Sul,-25.43,-49.27,15.3,4.5,9.9,88.8,66.9,19.8,1004.4
2021-03-01,2021,3,Março,Natal,Nordeste,-5.79,-35.21,29.3,20.3,24.8,44.0,124.1,31.2,1008.4
2020-02-01,2020,2,Fevereiro,Curitiba,Sul,-25.43,-49.27,16.4,7.7,12.0,75.7,88.5,19.8,1013.7
2022-04-01,2022,4,Abril,Cuiabá,Centro-Oeste,-15.6,-56.1,30.5,22.4,26.4,59.9,132.4,12.6,1015.5
2020-03-01,2020,3,Março,Natal,Nordeste,-5.79,-35.21,28.8,17.4,23.1,47.2,99.3,30.8,1016.3
2024-12-01,2024,12,Dezembro,São Luís,Nordeste,-2.53,-44.3,29.5,17.7,20.1,60.6,122.1,29.6,1009.6
2022-09-01,2022,9,Setembro,Campo Grande,Centro-Oeste,-20.44,-54.65,20.3,9.7,15.0,71.3,132.6,23.4,1020.6
2020-08-01,2020,8,Agosto,Belo Horizonte,Sudeste,-19.92,-43.94,21.4,12.8,17.1,66.8,153.0,27.3,1017.1
2024-01-01,2024,1,Janeiro,Porto Velho,Norte,-8.76,-63.9,26.8,14.9,20.8,73.5,172.1,26.8,1012.6
2024-07-01,2024,7,Julho,Porto Alegre,Sul,-30.03,-51.23,20.1,10.1,15.1,84.7,24.3,22.4,1010.5
2023-06-01,2023,6,Junho,Brasília,Centro-Oeste,-15.78,-47.93,21.9,13.1,17.5,75.3,136.8,27.2,1014.8
2020-05-01,2020,5,Maio,Fortaleza,Nordeste,-3.72,-38.54,31.6,25.4,28.5,56.8,167.4,18.6,1010.2
2022-02-01,2022,2,Fevereiro,Rio de Janeiro,Sudeste,-22.91,-43.17,23.9,12.3,18.1,70.5,63.0,16.6,1012.0
2021-12-01,2021,12,Dezembro,Maceió,Nordeste,-9.67,-35.74,24.8,17.2,21.0,63.0,105.3,23.3,1012.3
2024-11-01,2024,11,Novembro,Recife,Nordeste,-8.05,-34.88,24.6,18.1,21.4,55.2,124.1,33.4,1010.4
2024-06-01,2024,6,Junho,São Paulo,Sudeste,-23.55,-46.63,20.9,12.3,16.6,72.0,172.8,21.9,1011.7
2024-07-01,2024,7,Julho,Natal,Nordeste,-5.79,-35.21,30.1,18.5,24.3,57.6,118.7,14.1,1011.1
2024-07-01,2024,7,Julho,Porto Velho,Norte,-8.76,-63.9,25.7,15.8,20.8,92.8,268.8,21.8,1009.6
2023-08-01,2023,8,Agosto,Natal,Nordeste,-5.79,-35.21,26.4,18.8,22.6,57.3,130.6,17.5,1011.4
2021-09-01,2021,9,Setembro,Vitória,Sudeste,-20.32,-40.34,19.8,11.1,15.4,79.0,106.5,13.8,1015.0
2020-09-01,2020,9,Setembro,Porto Alegre,Sul,-30.03,-51.23,23.0,16.6,19.8,85.0,65.2,32.1,1013.6
2020-04-01,2020,4,Abril,Vitória,Sudeste,-20.32,-40.34,27.2,15.6,21.4,82.7,177.4,18.5,1012.0
2024-07-01,2024,7,Julho,Manaus,Norte,-3.1,-60.02,26.7,19.6,23.2,81.0,252.0,15.9,1012.0
2020-10-01,2020,10,Outubro,São Paulo,Sudeste,-23.55,-46.63,18.4,9.6,14.0,67.6,105.1,5.8,1008.7
2021-11-01,2021,11,Novembro,Recife,Nordeste,-8.05,-34.88,25.8,17.4,21.6,59.8,75.1,15.9,1017.9
2024-10-01,2024,10,Outubro,Goiânia,Centro-Oeste,-16.69,-49.26,21.2,12.8,17.0,67.0,104.0,27.6,1012.5
2024-09-01,2024,9,Setembro,Manaus,Norte,-3.1,-60.02,23.1,14.3,18.7,91.8,275.5,31.9,1008.1
2020-05-01,2020,5,Maio,Porto Alegre,Sul,-30.03,-51.23,14.0,3.4,8.7,85.1,28.5,26.9,1017.1
2020-08-01,2020,8,Agosto,Goiânia,Centro-Oeste,-16.69,-49.26,23.9,16.3,20.1,73.1,210.9,18.2,1011.8
2023-08-01,2023,8,Agosto,Porto Velho,Norte,-8.76,-63.9,24.7,18.3,21.5,80.9,221.9,13.9,1019.5
2024-02-01,2024,2,Fevereiro,Belém,Norte,-1.45,-48.5,27.4,19.8,23.6,89.4,217.1,28.8,1012.1
2023-07-01,2023,7,Julho,Goiânia,Centro-Oeste,-16.69,-49.26,24.0,15.5,19.8,61.3,158.0,26.8,1007.7
2022-11-01,2022,11,Novembro,Campo Grande,Centro-Oeste,-20.44,-54.65,21.4,15.2,18.3,75.4,119.8,30.6,1007.6
2023-11-01,2023,11,Novembro,Campo Grande,Centro-Oeste,-20.44,-54.65,22.8,13.3,18.0,77.8,106.6,12.5,1013.8
2021-01-01,2021,1,Janeiro,Belo Horizonte,Sudeste,-19.92,-43.94,23.4,15.2,19.3,70.6,93.8,5.2,1009.6
2022-11-01,2022,11,Novembro,Maceió,Nordeste,-9.67,-35.74,24.1,14.3,19.2,68.8,101.0,6.0,1012.6
2023-01-01,2023,1,Janeiro,Campo Grande,Centro-Oeste,-20.44,-54.65,26.0,15.2,20.6,69.3,97.6,8.0,1008.0
2022-12-01,2022,12,Dezembro,Fortaleza,Nordeste,-3.72,-38.54,27.9,16.4,22.2,54.2,27.2,34.3,1011.7
2022-02-01,2022,2,Fevereiro,Florianópolis,Sul,-27.6,-48.55,18.0,10.3,14.2,85.7,101.5,30.0,1017.3
2022-03-01,2022,3,Março,Goiânia,Centro-Oeste,-16.69,-49.26,25.2,13.2,19.2,66.2,118.6,11.3,1008.9
2023-08-01,2023,8,Agosto,Campo Grande,Centro-Oeste,-20.44,-54.65,24.7,18.0,21.4,76.3,191.9,29.4,1012.5
2024-06-01,2024,6,Junho,Rio de Janeiro,Sudeste,-22.91,-43.17,25.8,14.3,20.0,71.2,140.8,5.7,1016.6
2023-08-01,2023,8,Agosto,Rio de Janeiro,Sudeste,-22.91,-43.17,23.4,12.6,18.0,70.7,133.0,19.1,1011.6
2024-05-01,2024,5,Maio,São Paulo,Sudeste,-23.55,-46.63,18.8,8.2,13.5,67.5,163.4,31.8,1013.7
2020-03-01,2020,3,Março,Teresina,Nordeste,-5.09,-42.8,33.2,23.2,28.2,50.6,0.0,20.0,1023.6
2024-03-01,2024,3,Março,Porto Velho,Norte,-8.76,-63.9,28.5,22.4,25.4,73.9,244.9,34.8,1008.4
2024-11-01,2024,11,Novembro,Teresina,Nordeste,-5.09,-42.8,29.6,20.5,25.0,47.5,36.7,14.3,1013.3
2022-07-01,2022,7,Julho,São Paulo,Sudeste,-23.55,-46.63,21.2,11.5,16.4,72.5,206.7,19.9,1017.6
2022-06-01,2022,6,Junho,Macapá,Norte,0.03,-51.07,27.8,18.8,23.3,81.0,311.4,26.1,1018.4
2024-11-01,2024,11,Novembro,Maceió,Nordeste,-9.67,-35.74,24.5,17.0,20.8,62.1,121.9,11.4,1018.7
2021-09-01,2021,9,Setembro,Porto Velho,Norte,-8.76,-63.9,24.3,13.5,18.9,82.8,202.6,24.0,1013.3
2021-01-01,2021,1,Janeiro,São Paulo,Sudeste,-23.55,-46.63,19.1,12.3,15.7,71.8,162.6,22.3,1015.0
2023-09-01,2023,9,Setembro,Rio de Janeiro,Sudeste,-22.91,-43.17,22.3,14.1,18.2,72.3,95.1,28.7,1014.5
2021-08-01,2021,8,Agosto,Macapá,Norte,0.03,-51.07,26.2,18.5,22.4,86.0,272.9,32.3,1016.8
2021-01-01,2021,1,Janeiro,Recife,Nordeste,-8.05,-34.88,25.3,15.6,20.4,53.0,89.6,18.3,1024.1
2022-08-01,2022,8,Agosto,Curitiba,Sul,-25.43,-49.27,20.6,11.3,16.0,96.2,36.0,14.6,1020.3
2023-10-01,2023,10,Outubro,Salvador,Nordeste,-12.97,-38.51,21.4,14.6,18.0,74.4,81.4,14.1,1007.5
2020-11-01,2020,11,Novembro,Manaus,Norte,-3.1,-60.02,24.1,12.5,18.3,82.5,220.0,31.1,1018.8
2022-04-01,2022,4,Abril,Porto Velho,Norte,-8.76,-63.9,31.5,22.7,27.1,82.1,248.9,33.7,1009.6
2021-03-01,2021,3,Março,Curitiba,Sul,-25.43,-49.27,11.5,3.5,7.5,87.8,66.2,7.8,1012.9
2020-10-01,2020,10,Outubro,São Luís,Nordeste,-2.53,-44.3,25.6,17.5,21.6,54.8,196.9,26.6,1005.6
2020-05-01,2020,5,Maio,Cuiabá,Centro-Oeste,-15.6,-56.1,29.1,22.7,25.9,66.4,140.1,32.2,1005.4
2020-01-01,2020,1,Janeiro,Goiânia,Centro-Oeste,-16.69,-49.26,25.2,15.7,20.4,66.1,104.3,12.0,1013.8
2021-03-01,2021,3,Março,Salvador,Nordeste,-12.97,-38.51,27.5,18.8,23.2,63.1,162.6,32.1,1011.9
2022-03-01,2022,3,Março,Teresina,Nordeste,-5.09,-42.8,33.8,24.1,29.0,39.0,89.1,11.5,1015.4
2022-11-01,2022,11,Novembro,Salvador,Nordeste,-12.97,-38.51,25.2,18.2,21.7,63.1,108.0,19.4,1012.8
2023-03-01,2023,3,Março,Campo Grande,Centro-Oeste,-20.44,-54.65,26.3,17.8,22.0,69.6,193.6,19.7,1008.5
2022-10-01,2022,10,Outubro,Cuiabá,Centro-Oeste,-15.6,-56.1,24.1,13.1,18.6,59.2,136.8,33.6,1028.5
2021-04-01,2021,4,Abril,Porto Velho,Norte,-8.76,-63.9,27.5,20.1,23.8,69.2,207.2,7.2,1010.0
2020-04-01,2020,4,Abril,Recife,Nordeste,-8.05,-34.88,30.2,19.7,25.0,65.8,153.5,26.4,1004.5
2020-02-01,2020,2,Fevereiro,Salvador,Nordeste,-12.97,-38.51,27.5,20.5,24.0,60.8,113.0,12.8,1007.7
2023-03-01,2023,3,Março,Rio de Janeiro,Sudeste,-22.91,-43.17,24.5,15.7,20.1,71.1,157.8,29.0,1010.1
2023-11-01,2023,11,Novembro,Cuiabá,Centro-Oeste,-15.6,-56.1,25.5,19.3,22.4,72.3,140.4,31.1,1012.5
2024-04-01,2024,4,Abril,São Luís,Nordeste,-2.53,-44.3,30.3,20.5,25.4,55.5,222.8,32.7,1006.7
2023-03-01,2023,3,Março,Porto Velho,Norte,-8.76,-63.9,26.6,18.4,22.5,78.9,228.75,27.0,1011.4
2024-04-01,2024,4,Abril,Natal,Nordeste,-5.79,-35.21,27.4,18.4,22.9,61.7,151.4,19.6,1023.4
2020-07-01,2020,7,Julho,Porto Alegre,Sul,-30.03,-51.23,16.9,5.9,11.4,81.7,2.8,27.6,1012.6
2020-09-01,2020,9,Setembro,São Paulo,Sudeste,-23.55,-46.63,18.3,6.5,12.4,75.8,120.4,28.1,1007.9
2021-09-01,2021,9,Setembro,Salvador,Nordeste,-12.97,-38.51,23.2,13.9,18.6,61.4,105.8,13.9,1014.0
2022-07-01,2022,7,Julho,Natal,Nordeste,-5.79,-35.21,27.7,19.9,23.8,57.1,177.3,19.1,1007.0
2020-03-01,2020,3,Março,Cuiabá,Centro-Oeste,-15.6,-56.1,28.2,20.2,24.2,69.1,128.8,31.4,1020.9
2020-05-01,2020,5,Maio,São Paulo,Sudeste,-23.55,-46.63,23.0,12.0,17.5,74.8,198.7,18.1,1009.2
2023-10-01,2023,10,Outubro,Teresina,Nordeste,-5.09,-42.8,25.4,19.2,22.3,58.5,0.0,25.6,1008.8
2023-01-01,2023,1,Janeiro,Belém,Norte,-1.45,-48.5,27.1,15.5,21.3,85.3,271.7,17.1,1009.6
2020-09-01,2020,9,Setembro,Campo Grande,Centro-Oeste,-20.44,-54.65,24.1,13.7,18.9,80.3,185.2,11.4,1018.6
2020-07-01,2020,7,Julho,Recife,Nordeste,-8.05,-34.88,27.3,15.4,21.4,66.5,215.0,27.4,1016.5
2023-12-01,2023,12,Dezembro,Vitória,Sudeste,-20.32,-40.34,25.6,14.6,20.1,76.2,83.9,16.3,1007.6
2022-04-01,2022,4,Abril,São Luís,Nordeste,-2.53,-44.3,29.7,21.1,25.4,65.3,194.2,28.8,1018.0
2023-01-01,2023,1,Janeiro,Porto Velho,Norte,-8.76,-63.9,26.7,14.8,20.8,78.3,158.1,8.6,1010.9
2023-12-01,2023,12,Dezembro,São Luís,Nordeste,-2.53,-44.3,24.7,14.4,19.6,60.8,100.5,30.3,1007.3
2021-02-01,2021,2,Fevereiro,Porto Alegre,Sul,-30.03,-51.23,14.9,6.6,10.8,82.0,37.1,10.3,1008.1
2021-02-01,2021,2,Fevereiro,Teresina,Nordeste,-5.09,-42.8,31.0,22.0,26.5,49.1,54.4,21.3,1012.0
2021-08-01,2021,8,Agosto,Porto Alegre,Sul,-30.03,-51.23,18.5,10.9,14.7,78.0,76.0,18.7,1018.6
2023-08-01,2023,8,Agosto,Porto Alegre,Sul,-30.03,-51.23,21.2,14.0,17.6,80.3,58.4,7.0,1013.6
2022-02-01,2022,2,Fevereiro,Cuiabá,Centro-Oeste,-15.6,-56.1,28.9,21.4,25.2,64.0,63.8,20.2,1017.2
2022-07-01,2022,7,Julho,Rio de Janeiro,Sudeste,-22.91,-43.17,24.1,14.1,19.1,69.0,121.7,15.2,1007.2
2022-12-01,2022,12,Dezembro,Vitória,Sudeste,-20.32,-40.34,25.0,18.7,21.8,67.8,35.7,29.9,1014.7
2021-05-01,2021,5,Maio,Recife,Nordeste,-8.05,-34.88,28.7,18.3,23.5,61.1,200.9,26.1,1008.8
2020-11-01,2020,11,Novembro,Rio de Janeiro,Sudeste,-22.91,-43.17,23.0,15.6,19.3,64.4,95.2,25.8,1013.1
2020-09-01,2020,9,Setembro,Recife,Nordeste,-8.05,-34.88,28.2,21.6,24.9,56.4,172.3,26.2,1015.9
2023-03-01,2023,3,Março,Salvador,Nordeste,-12.97,-38.51,25.7,16.2,21.0,62.2,98.1,33.1,1003.3
2020-03-01,2020,3,Março,Maceió,Nordeste,-9.67,-35.74,30.5,19.8,25.2,65.1,160.4,6.7,1012.9
2024-08-01,2024,8,Agosto,Florianópolis,Sul,-27.6,-48.55,23.6,16.3,20.0,91.4,72.8,10.6,1008.2
2021-08-01,2021,8,Agosto,Brasília,Centro-Oeste,-15.78,-47.93,21.5,11.9,16.7,69.6,142.4,16.9,1013.5
2021-04-01,2021,4,Abril,São Paulo,Sudeste,-23.55,-46.63,20.0,11.1,15.6,72.9,182.0,25.3,1002.8
2021-10-01,2021,10,Outubro,Natal,Nordeste,-5.79,-35.21,22.2,13.8,18.0,56.6,73.2,33.7,1006.7
2023-06-01,2023,6,Junho,Rio de Janeiro,Sudeste,-22.91,-43.17,25.4,16.2,20.8,59.5,174.4,16.0,1011.8
2024-11-01,2024,11,Novembro,Porto Velho,Norte,-8.76,-63.9,24.5,16.7,20.6,71.2,206.0,30.3,1012.0
2023-12-01,2023,12,Dezembro,Fortaleza,Nordeste,-3.72,-38.54,28.4,21.7,25.0,54.2,72.6,33.3,1013.4
2021-01-01,2021,1,Janeiro,Florianópolis,Sul,-27.6,-48.55,18.0,11.2,14.6,84.3,132.0,20.5,1007.7
2021-08-01,2021,8,Agosto,Vitória,Sudeste,-20.32,-40.34,23.4,14.9,19.2,79.9,151.7,26.1,1011.1
2024-07-01,2024,7,Julho,Fortaleza,Nordeste,-3.72,-38.54,27.4,19.4,23.4,58.2,192.1,5.7,1019.9
2023-06-01,2023,6,Junho,Teresina,Nordeste,-5.09,-42.8,30.8,23.6,27.2,55.2,54.9,32.5,1006.8
2024-07-01,2024,7,Julho,Recife,Nordeste,-8.05,-34.88,23.2,15.7,19.4,60.1,143.4,32.0,1014.8
2021-08-01,2021,8,Agosto,Rio de Janeiro,Sudeste,-22.91,-43.17,24.2,14.0,19.1,70.9,126.4,19.8,1006.2
2023-06-01,2023,6,Junho,São Luís,Nordeste,-2.53,-44.3,28.8,17.8,23.3,57.5,236.9,19.0,1012.8
2023-02-01,2023,2,Fevereiro,São Paulo,Sudeste,-23.55,-46.63,20.0,8.4,14.2,61.0,61.0,22.3,1028.0
2022-05-01,2022,5,Maio,Belém,Norte,-1.45,-48.5,29.4,21.9,25.6,76.2,279.3,15.7,1009.0
2023-10-01,2023,10,Outubro,Goiânia,Centro-Oeste,-16.69,-49.26,22.9,11.1,17.0,62.2,111.8,25.3,1015.4
2020-09-01,2020,9,Setembro,Florianópolis,Sul,-27.6,-48.55,20.6,9.4,15.0,86.1,82.6,14.6,1018.2
2024-10-01,2024,10,Outubro,Florianópolis,Sul,-27.6,-48.55,24.9,14.8,19.8,76.5,115.6,14.8,1007.4
2021-12-01,2021,12,Dezembro,Goiânia,Centro-Oeste,-16.69,-49.26,21.6,14.6,18.1,63.9,75.4,27.8,1013.3
2021-09-01,2021,9,Setembro,Natal,Nordeste,-5.79,-35.21,25.5,19.4,22.4,55.7,122.8,13.3,1005.6
2022-02-01,2022,2,Fevereiro,Goiânia,Centro-Oeste,-16.69,-49.26,24.7,14.6,19.6,78.5,145.9,6.2,1007.2
2024-07-01,2024,7,Julho,Goiânia,Centro-Oeste,-16.69,-49.26,23.3,14.4,18.8,68.9,144.7,33.6,1009.9
2024-03-01,2024,3,Março,Fortaleza,Nordeste,-3.72,-38.54,32.8,21.5,24.450000000000003,55.5,64.7,17.4,1002.6
2023-10-01,2023,10,Outubro,Fortaleza,Nordeste,-3.72,-38.54,25.4,14.2,19.8,61.8,85.6,20.0,1015.2
2020-01-01,2020,1,Janeiro,Brasília,Centro-Oeste,-15.78,-47.93,19.3,7.6,13.4,71.8,89.7,7.3,1016.8
2024-03-01,2024,3,Março,Curitiba,Sul,-25.43,-49.27,12.4,3.9,8.2,80.1,80.7,25.0,1007.3
2024-11-01,2024,11,Novembro,Porto Alegre,Sul,-30.03,-51.23,22.0,15.3,18.6,72.2,93.4,34.1,1009.6
2022-03-01,2022,3,Março,Fortaleza,Nordeste,-3.72,-38.54,28.0,18.2,23.1,55.7,12.8,33.5,1011.5
2022-04-01,2022,4,Abril,Recife,Nordeste,-8.05,-34.88,29.5,19.1,24.3,63.7,120.4,34.7,1017.2
2024-01-01,2024,1,Janeiro,Recife,Nordeste,-8.05,-34.88,27.3,17.7,22.5,56.2,99.7,12.5,1015.0
2023-02-01,2023,2,Fevereiro,Porto Alegre,Sul,-30.03,-51.23,16.2,6.4,11.3,86.2,167.4,10.3,1008.2
2024-12-01,2024,12,Dezembro,Manaus,Norte,-3.1,-60.02,24.9,15.0,20.0,78.1,140.6,34.6,1017.7
2022-07-01,2022,7,Julho,Salvador,Nordeste,-12.97,-38.51,24.4,17.2,20.8,59.9,170.0,34.6,1018.9
2023-11-01,2023,11,Novembro,Curitiba,Sul,-25.43,-49.27,18.5,11.4,15.0,85.6,118.2,21.8,1019.7
2024-10-01,2024,10,Outubro,São Luís,Nordeste,-2.53,-44.3,25.2,14.7,20.0,50.7,177.7,34.9,1015.1
2021-01-01,2021,1,Janeiro,Cuiabá,Centro-Oeste,-15.6,-56.1,26.8,15.4,21.1,63.2,36.95,9.2,1016.3
2021-05-01,2021,5,Maio,Campo Grande,Centro-Oeste,-20.44,-54.65,26.8,19.9,23.4,67.5,216.0,7.6,1021.2
2021-01-01,2021,1,Janeiro,São Luís,Nordeste,-2.53,-44.3,28.4,20.3,24.4,57.2,139.85,15.1,1010.2
2022-10-01,2022,10,Outubro,Recife,Nordeste,-8.05,-34.88,27.9,20.6,24.2,64.3,157.8,30.1,1013.9
2024-07-01,2024,7,Julho,Vitória,Sudeste,-20.32,-40.34,24.4,17.7,21.0,75.2,113.5,6.0,1018.2
2020-07-01,2020,7,Julho,Cuiabá,Centro-Oeste,-15.6,-56.1,26.5,18.1,22.3,68.8,215.2,11.9,1002.7
2022-12-01,2022,12,Dezembro,Cuiabá,Centro-Oeste,-15.6,-56.1,27.8,18.7,23.2,55.7,110.4,17.7,1019.7
2022-11-01,2022,11,Novembro,Rio de Janeiro,Sudeste,-22.91,-43.17,19.8,12.5,16.2,65.1,76.5,24.8,1017.0
2021-04-01,2021,4,Abril,São Luís,Nordeste,-2.53,-44.3,31.2,21.9,26.6,57.7,208.5,10.1,1010.9
2024-06-01,2024,6,Junho,Salvador,Nordeste,-12.97,-38.51,30.4,20.4,23.65,67.5,217.3,29.5,1013.7
2024-02-01,2024,2,Fevereiro,Natal,Nordeste,-5.79,-35.21,28.5,17.3,22.9,55.4,13.5,12.3,1011.5
2022-12-01,2022,12,Dezembro,Porto Alegre,Sul,-30.03,-51.23,20.5,9.3,15.6,81.8,135.2,21.5,1014.6
2021-05-01,2021,5,Maio,Belo Horizonte,Sudeste,-19.92,-43.94,25.5,19.3,22.4,64.1,187.1,11.4,1009.1
2022-05-01,2022,5,Maio,Recife,Nordeste,-8.05,-34.88,31.9,22.2,27.0,62.6,177.6,16.3,1013.7
2020-02-01,2020,2,Fevereiro,Vitória,Sudeste,-20.32,-40.34,25.5,14.0,20.85,80.6,41.3,9.3,1011.7
2021-07-01,2021,7,Julho,Recife,Nordeste,-8.05,-34.88,26.6,16.5,21.6,56.8,243.8,33.2,1020.0
2020-04-01,2020,4,Abril,Belo Horizonte,Sudeste,-19.92,-43.94,20.9,9.2,15.0,66.7,198.5,12.0,1022.2
2021-12-01,2021,12,Dezembro,Belém,Norte,-1.45,-48.5,23.4,13.7,18.5,83.0,265.4,18.1,1002.2
2020-10-01,2020,10,Outubro,Porto Velho,Norte,-8.76,-63.9,24.1,17.9,21.0,70.0,198.2,31.0,1015.3
2022-09-01,2022,9,Setembro,Goiânia,Centro-Oeste,-16.69,-49.26,21.6,15.1,18.4,73.3,146.7,26.4,1002.8
2020-02-01,2020,2,Fevereiro,Maceió,Nordeste,-9.67,-35.74,27.7,16.1,21.9,58.6,59.9,21.9,1011.2
2024-04-01,2024,4,Abril,Porto Velho,Norte,-8.76,-63.9,31.5,21.8,26.6,82.0,232.55,28.5,1007.4
2022-07-01,2022,7,Julho,Teresina,Nordeste,-5.09,-42.8,29.0,18.7,23.8,48.8,136.0,18.3,1009.6
2021-09-01,2021,9,Setembro,Fortaleza,Nordeste,-3.72,-38.54,28.5,17.6,23.0,52.3,83.4,11.1,1017.9
2023-01-01,2023,1,Janeiro,Porto Alegre,Sul,-30.03,-51.23,17.2,9.0,13.1,74.7,99.6,6.3,1012.1
2024-07-01,2024,7,Julho,Brasília,Centro-Oeste,-15.78,-47.93,26.2,17.2,21.7,72.7,143.3,33.3,1020.2
2020-10-01,2020,10,Outubro,Vitória,Sudeste,-20.32,-40.34,21.4,12.9,17.2,65.1,123.4,10.7,1011.8
2022-11-01,2022,11,Novembro,Cuiabá,Centro-Oeste,-15.6,-56.1,24.6,16.2,20.4,66.4,74.7,23.0,1017.5
2022-09-01,2022,9,Setembro,Recife,Nordeste,-8.05,-34.88,24.2,16.2,20.2,63.5,196.0,32.4,1012.0
2024-08-01,2024,8,Agosto,Recife,Nordeste,-8.05,-34.88,27.8,19.9,23.8,65.4,154.3,30.7,1009.7
2021-07-01,2021,7,Julho,Porto Velho,Norte,-8.76,-63.9,24.0,16.3,20.2,79.5,294.2,21.2,1009.9
2021-10-01,2021,10,Outubro,Salvador,Nordeste,-12.97,-38.51,24.0,17.6,20.8,67.2,131.8,33.0,1012.2
2024-05-01,2024,5,Maio,Fortaleza,Nordeste,-3.72,-38.54,29.2,18.8,24.0,46.1,158.6,8.6,1022.2
2020-12-01,2020,12,Dezembro,Porto Alegre,Sul,-30.03,-51.23,19.3,11.1,15.2,82.7,161.2,16.2,1015.3
2024-05-01,2024,5,Maio,Brasília,Centro-Oeste,-15.78,-47.93,21.3,13.1,17.2,77.2,156.5,34.5,1006.6
2021-10-01,2021,10,Outubro,Porto Velho,Norte,-8.76,-63.9,22.9,13.2,18.0,76.7,228.5,32.0,1011.5
2023-05-01,2023,5,Maio,Campo Grande,Centro-Oeste,-20.44,-54.65,28.0,20.9,24.4,79.5,168.4,32.9,1017.0
2021-02-01,2021,2,Fevereiro,Natal,Nordeste,-5.79,-35.21,28.2,21.5,24.8,58.9,74.1,9.9,1017.6
2020-04-01,2020,4,Abril,Teresina,Nordeste,-5.09,-42.8,30.7,20.8,25.8,49.8,90.0,23.4,1012.4
2021-08-01,2021,8,Agosto,Porto Velho,Norte,-8.76,-63.9,23.8,16.7,20.2,78.9,216.9,20.8,1015.8
2021-06-01,2021,6,Junho,Porto Alegre,Sul,-30.03,-51.23,16.5,7.4,12.0,82.6,53.4,9.3,1007.3
2020-05-01,2020,5,Maio,Belo Horizonte,Sudeste,-19.92,-43.94,22.5,13.1,17.8,72.6,146.9,30.8,1010.3
2023-09-01,2023,9,Setembro,Macapá,Norte,0.03,-51.07,25.2,15.6,20.4,79.9,242.2,6.1,1002.5
2024-03-01,2024,3,Março,Teresina,Nordeste,-5.09,-42.8,32.4,21.3,26.8,50.5,49.9,28.5,1013.7
2022-11-01,2022,11,Novembro,Fortaleza,Nordeste,-3.72,-38.54,25.6,18.4,22.0,56.1,39.9,28.5,1012.8
2021-12-01,2021,12,Dezembro,Recife,Nordeste,-8.05,-34.88,24.6,18.3,21.5,62.9,103.2,28.0,1007.8
2024-08-01,2024,8,Agosto,Salvador,Nordeste,-12.97,-38.51,25.5,14.7,20.1,68.2,179.9,16.2,1009.3
2022-02-01,2022,2,Fevereiro,Recife,Nordeste,-8.05,-34.88,28.8,18.4,23.6,66.7,156.9,17.1,1013.2
2022-03-01,2022,3,Março,Rio de Janeiro,Sudeste,-22.91,-43.17,27.4,20.9,24.2,67.1,96.9,23.4,1018.2
2021-03-01,2021,3,Março,Maceió,Nordeste,-9.67,-35.74,31.0,21.7,26.4,57.4,128.5,12.2,1009.6
2022-12-01,2022,12,Dezembro,Brasília,Centro-Oeste,-15.78,-47.93,24.7,14.2,19.4,73.0,137.6,19.5,1016.0
2022-10-01,2022,10,Outubro,Campo Grande,Centro-Oeste,-20.44,-54.65,17.5,7.6,12.6,79.6,132.4,23.7,1022.4
2022-02-01,2022,2,Fevereiro,Curitiba,Sul,-25.43,-49.27,14.0,5.5,9.8,81.2,32.1,21.7,1007.5
2024-04-01,2024,4,Abril,Curitiba,Sul,-25.43,-49.27,10.9,0.8,5.9,83.1,75.3,27.8,1014.5
